,group,r2,mse,
0,0,0.762555995,4.902240984,
1,1,0.828681483,9.345780414,
2,2,0.942729985,4.980700072,
3,3,0.881299323,4.550260608,
4,4,0.83122807,0.028601557,
5,5,-0.10616877,0.101439194,
6,6,-16.78289895,14.249362,
7,7,-8.048437658,2.997926506,
8,8,-0.212208729,3.437503768,
9,9,0.913145929,2.328406071,
10,10,0.337913895,10.19754925,
11,11,0.47767608,6.018728179,
12,12,-6.042396424,16.91445657,
13,22,0.684584427,1.771997706,
14,23,0.009818195,3.246877,
15,24,0.646069675,1.804909172,
16,25,0.764196335,0.486954626,
17,26,0.753251665,0.655493614,
18,27,0.438955014,1.142989737,
19,28,0.256641101,0.569164559,
20,29,0.749611612,0.563499255,
21,30,-1.384869367,2.425946594,
22,31,0.539459202,0.060135152,
23,32,0.879179899,0.019131699,
24,33,0.708221276,0.040162089,
25,34,-0.169536211,0.073398337,
26,35,0.23065008,0.050418453,
27,36,-1.861481425,0.113939298,
28,37,-19.64618425,0.333806656,
29,38,0.985744134,0.17017058,
30,39,0.318076906,6.15769909,
31,40,-0.236454379,17.50428932,
32,41,0.351584864,1.849640342,
33,42,0.963120258,1.333930941,
34,43,0.876239527,4.675099469,
35,44,0.479568473,13.28317558,
36,45,0.628264963,8.712629654,
37,46,0.961902836,0.410633891,
38,47,0.764332787,7.10162147,
39,48,0.988320748,0.320418478,
40,49,0.219676203,0.992061694,
41,50,0.895740829,0.556490843,
42,51,0.938901422,0.31914467,
43,52,0.953640528,0.401729853,
44,53,0.94033371,3.641225339,
45,54,0.982242127,0.79130887,
46,55,0.95202179,2.076271106,
47,56,0.829533083,7.0444991,
48,57,0.866433237,4.198335783,
49,58,-3.863343302,10.42256139,
50,59,0.412805049,18.88660371,
51,60,0.640728497,5.135338442,
52,61,0.848251584,1.336742898,
53,62,0.880389447,0.697763689,
54,63,0.658008922,1.19876022,
55,64,0.949249075,0.236652806,
56,65,0.698008227,0.945785814,
57,66,0.249456435,6.134704814,
58,67,0.820091743,14.01687738,
59,68,0.673075818,13.75507069,
60,69,0.887970707,2.927457499,
61,70,0.531619168,24.57678434,
62,71,0.831061655,7.798264145,
63,72,0.004267262,64.02311554,del
64,73,0.984550655,0.453100994,
65,74,0.832066239,3.9836431,
66,75,0.765307417,6.542814428,
67,76,0.766273324,8.701901767,
68,77,0.905082918,3.810007466,
69,78,0.96602863,0.803517563,
70,79,0.867932914,5.377499771,
71,80,0.975440743,1.661471667,
72,81,0.430349123,11.47284202,
73,82,0.894609237,2.471815306,
74,83,0.978418529,0.999051329,
75,84,0.761113197,4.154306944,
76,85,0.95461006,1.383205598,
77,86,0.9912521,0.368109304,
78,87,0.88232361,5.070345371,
79,88,0.839982285,8.124030868,
80,92,-0.958061553,4.988352668,
81,93,0.817262306,0.875397854,
82,94,0.474510765,1.72997789,
83,95,0.854883731,2.170492136,
84,96,0.679672811,1.092812433,
85,97,0.811673511,1.571639523,
86,98,-6.058603315,0.624004354,
87,99,-0.516335149,0.273130784,
88,100,0.536070343,0.199894409,
89,101,0.833471353,0.077982678,
90,102,0.908328172,5.058939528,
91,103,0.958662688,3.833528795,
92,104,0.822052077,11.75880771,
93,105,0.926448262,0.10545074,
94,106,0.859738788,0.088042559,
95,107,0.670488345,0.161022494,
96,128,0.758891614,5.234403375,
97,129,0.9914539,0.178722705,
98,130,0.660671576,7.823231361,
99,131,0.968607498,0.859521763,
100,132,0.986693213,0.517111788,
101,133,0.44560714,8.845755929,
102,134,0.59772713,5.536859445,
103,135,-0.886404573,2.979683571,
104,136,0.787616456,0.128207437,
105,137,0.951050234,0.0186244,
106,138,0.404061439,0.080255275,
107,139,-0.006370447,2.355243518,
108,140,0.453353246,2.18064254,
109,141,0.874006634,0.570156316,
110,142,0.918758857,0.524898529,
111,143,0.963403881,0.310942558,
112,147,0.92595956,1.101144841,
113,148,0.978310021,0.203190306,
114,149,0.878210566,1.251308494,
115,150,0.478457763,3.266808951,
116,151,0.798295418,3.135005958,
117,152,0.911688082,1.366587045,
118,153,0.968413463,0.298334649,
119,154,0.876086878,4.174243746,
120,161,0.964284498,0.219404885,
121,162,0.644273927,2.305988428,
122,163,-0.128151118,3.844934055,
123,164,-0.523067482,4.004666554,
124,165,0.346954809,2.191226486,
125,166,0.438001672,1.362569224,
126,167,0.810077498,0.57517744,
127,168,0.97687883,0.342640554,
128,170,-0.805910524,10.8039237,
129,171,0.591118831,1.307135666,
130,172,0.984622429,0.747532125,
131,173,0.988203444,0.431835713,
132,174,0.990506046,0.275973977,
133,175,0.993974904,0.105886562,
134,176,0.884487705,1.71567453,
135,177,0.941214871,0.605233503,
136,178,0.869075196,0.216176862,
137,179,0.538939458,0.701973992,
138,180,0.981752624,0.023625733,
139,181,0.919866406,0.083123872,
140,182,0.808396787,0.17716048,
141,183,-0.890494082,1.424814449,
142,184,0.753081348,3.950431534,
143,185,0.934688556,0.758968583,
144,186,0.995346907,0.052187816,
145,187,0.973883384,0.188320301,
146,188,0.971611066,0.194679523,
147,189,0.844023835,0.763184666,
148,190,-1.98499592,26.61069688,
149,191,0.939746286,5.316255399,
150,192,0.978182764,1.127785029,
151,193,0.913038196,4.659530885,
152,194,0.983695968,1.156046001,
153,195,-0.402908625,24.52316648,
154,196,-0.169498657,15.06865809,
155,201,0.985257075,0.055395617,
156,202,0.946864482,0.241690519,
157,203,0.810520697,0.598080681,
158,204,0.649777553,1.011351601,
159,205,0.493696728,13.91052999,
160,206,0.967490922,1.472132374,
161,207,0.97549131,1.133221925,
162,208,0.850261178,11.58879742,
163,209,0.898554274,4.453301846,
164,210,0.806398025,4.426039266,
165,211,0.857747581,2.915405748,
166,212,0.98936062,0.196668185,
167,213,0.97336926,0.324324765,
168,214,-1.774914127,8.443835764,
169,222,0.696554108,3.268122594,
170,223,0.748567696,3.427583642,
171,224,0.984802556,0.276547443,
172,225,0.990908128,0.122255387,
173,226,0.810957932,1.335145338,
174,227,-1.412912058,17.47919502,
175,228,-0.639148679,22.18558835,
176,229,0.845318494,2.128423802,
177,230,0.900433615,2.565066037,
178,231,0.693184712,4.646108647,
179,232,0.885034355,1.878547351,
180,233,-4.360649977,13.67985039,
181,234,-6.356779017,20.18991626,
182,235,-13.80652022,24.78909355,
183,236,0.426115849,0.34959515,
184,237,0.978986473,0.340843483,
185,239,0.820272163,1.136488925,
186,240,0.686721738,10.58456298,
187,241,0.964456829,0.425669981,
188,242,0.241191171,6.136632601,
189,243,0.548287138,6.575439228,
190,244,0.64841428,7.769136842,
191,245,0.369514169,9.574281809,
192,246,0.62641329,6.461095472,
193,247,0.267856352,16.04213303,
194,248,0.969018826,0.976188437,
195,249,0.950922673,2.54809015,
196,250,0.890059953,9.915556928,
197,251,0.935277761,2.334426661,
198,252,0.660105713,9.920823883,
199,253,0.719101717,0.989714469,
200,254,0.768828013,0.737898749,
201,255,0.301129138,0.045208643,
202,256,-0.286080997,0.087205129,
203,257,0.8774801,3.45002812,
204,258,0.964481313,0.954894271,
205,259,0.698711154,10.01399426,
206,268,-0.049637276,14.37591029,
207,269,-0.464805275,16.18070386,
208,270,0.881112035,0.508363997,
209,271,-12.78062134,65.56611982,del
210,272,0.187068642,4.704839723,
211,273,0.73943889,0.793513619,
212,274,0.687576153,1.035906078,
213,275,0.839626515,1.991863714,
214,276,0.573257811,8.273658092,
215,277,0.655786981,5.632975802,
216,278,0.780594609,0.640436413,
217,279,0.50720547,4.737971316,
218,281,0.647724632,0.464957766,
219,282,0.529346402,2.8991276,
220,283,0.756448669,2.668644371,
221,284,0.125109046,11.58313943,
222,285,0.628848173,3.760974882,
223,286,0.945746369,0.600407346,
224,287,-0.619186133,0.662411203,
225,288,0.697616027,0.141247043,
226,289,0.981381366,0.009324084,
227,290,0.80146695,2.491623654,
228,291,0.772665232,1.169843538,
229,292,-0.259202612,3.488761064,
230,293,0.381529329,10.93459298,
231,294,0.820867721,2.430324029,
232,295,0.596728355,2.870400148,
233,296,0.231585427,3.284356703,
234,297,0.9118522,0.140130459,
235,298,-1.741607194,3.111777965,
236,299,-7.846792024,10.19033249,
237,300,0.159910631,15.87529447,
238,301,0.787642218,1.502330495,
239,302,0.701076184,2.642895241,
240,303,0.722051676,0.474202541,
241,304,0.902808256,1.276487872,
242,305,0.936199227,0.517549508,
243,306,0.623309674,5.823801329,
244,307,0.371983512,13.18070064,
245,308,0.038270372,8.633405762,
246,309,0.685617462,14.15263425,
247,310,0.906812649,4.28716343,
248,311,0.761889417,10.67400564,
249,312,0.986405359,0.547622798,
250,313,0.954182548,1.530962267,
251,314,0.951629234,1.467199651,
252,315,0.336813233,15.54560258,
253,316,-1.122454319,14.79340583,
254,317,0.918896322,4.011030477,
255,318,0.937611567,2.902805269,
256,319,0.925261501,4.311576217,
257,320,0.87331884,4.588727858,
258,321,0.773149476,18.82071958,
259,322,0.980884957,1.431688585,
260,323,0.985214303,1.00194814,
261,324,0.697897553,9.319833901,
262,325,-11.11120315,0.937290284,
263,326,0.739334301,0.036191693,
264,327,0.572522327,0.04171183,
265,328,0.768011258,0.061083449,
266,329,-1.035951994,0.458018814,
267,330,-8.936451491,1.063533018,
268,331,0.895723887,0.021490872,
269,332,-0.040224218,0.118906361,
270,334,0.387676248,1.366771504,
271,335,-0.665845166,7.728475808,
272,336,0.652909844,1.928476544,
273,337,0.00362389,7.237609717,
274,338,-1.596595732,5.038658059,
275,339,0.736761323,1.179713602,
276,340,0.260393144,2.766079735,
277,341,0.758583404,2.227142804,
278,342,0.580876287,3.829020626,
279,343,0.734122363,2.184255163,
280,344,0.830312337,2.061484824,
281,345,0.975437341,0.411829743,
282,346,0.960877205,0.683913759,
283,347,-3.401680228,46.62672197,
284,348,0.394671734,11.07448888,
285,349,-1.33925912,65.6031683,del
286,350,-0.759470994,55.73049443,
287,351,-0.41927135,13.09850346,
288,352,0.701086134,0.463752044,
289,353,0.639361505,1.62672136,
290,354,0.256740633,6.325139654,
291,355,0.566981135,1.375751457,
292,356,-0.72109537,2.365320197,
293,357,0.79925947,1.08643508,
294,358,0.33980713,3.477333465,
