,group,r2,mse,
0,0,0.781357055,4.514076516,
1,1,0.245017619,41.18585468,
2,2,0.951152968,4.248163941,
3,3,0.849033766,5.787125423,
4,4,0.731414678,0.045516802,
5,5,-0.04196205,0.095551233,
6,6,-14.51603722,12.43293524,
7,7,-8.364738096,3.102723102,
8,8,-0.313141987,3.723723826,
9,9,0.889602201,2.959572332,
10,10,0.348631639,10.03247295,
11,11,0.676326909,3.729678617,
12,12,-6.10962314,17.07592197,
13,22,0.54377076,2.563085768,
14,23,-0.44370802,4.734021916,
15,24,0.189107395,4.135241879,
16,25,-13.42396196,29.78670833,
17,26,0.66540341,0.888864876,
18,27,0.76509612,0.478558281,
19,28,0.068385384,0.713305542,
20,29,0.719707784,0.630797843,
21,30,-1.814027226,2.862496311,
22,31,0.497752901,0.065580956,
23,32,0.847378827,0.024167356,
24,33,0.753230033,0.033966826,
25,34,-0.171356628,0.073512584,
26,35,0.181370258,0.053647949,
27,36,-2.679703541,0.146519503,
28,37,-20.30708431,0.344492061,
29,38,0.985860589,0.168780469,
30,39,0.423363463,5.206971746,
31,40,-0.247170769,17.65599955,
32,41,0.444654398,1.584154307,
33,42,0.933209451,2.415797283,
34,43,0.883929999,4.384588907,
35,44,0.539956474,11.74186921,
36,45,0.676639215,7.57884645,
37,46,0.860865744,1.499671746,
38,47,0.761647399,7.182543236,
39,48,0.984497783,0.425300927,
40,49,0.385121743,0.781723135,
41,50,0.889903562,0.587647681,
42,51,0.922838035,0.403050785,
43,52,0.96246354,0.325273687,
44,53,0.937120893,3.837292347,
45,54,0.981619612,0.81904877,
46,55,0.954169077,1.983346603,
47,56,0.8204168,7.421227015,
48,57,0.889967278,3.458602294,
49,58,-23.35382271,52.19232874,
50,59,0.397269934,19.38627687,
51,60,0.54995746,6.432797302,
52,61,0.806899954,1.701006985,
53,62,0.706884574,1.709926891,
54,63,0.655317341,1.208194855,
55,64,0.958092723,0.195414659,
56,65,0.669185567,1.03605338,
57,66,0.239761881,6.213945024,
58,67,0.92405782,5.916750258,
59,68,0.671243988,13.83214343,
60,69,0.888607715,2.910811724,
61,70,0.467954006,27.91740985,
62,71,0.845060143,7.152088124,
63,72,0.489759224,32.80720108,
64,73,0.978276917,0.637098241,
65,74,0.829200364,4.051625982,
66,75,0.761525211,6.648255644,
67,76,0.776535963,8.319812398,
68,77,0.868416261,5.281820927,
69,78,0.849508835,3.559535364,
70,79,0.853090411,5.981855929,
71,80,0.977778886,1.503292641,
72,81,0.589536144,8.266794922,
73,82,0.899954838,2.346440578,
74,83,0.978060383,1.015630635,
75,84,0.7382588,4.551751172,
76,85,0.954186778,1.396104634,
77,86,0.991467849,0.359030652,
78,87,0.88133959,5.112744016,
79,88,0.825712528,8.848500339,
80,89,-9.507968534,94.69931437,
81,90,0.423114654,22.55556368,
82,91,0.780053541,30.55060794,
83,92,-0.971183651,5.021782493,
