,group,r2,mse,
0,0,0.748800149,5.186242559,
1,1,0.251738109,40.819238,
2,2,0.944374465,4.837681762,
3,3,0.827720004,6.604165201,
4,4,0.80288756,0.033404386,
5,5,0.192047726,0.074091793,
6,6,-16.63617754,14.13179475,
7,7,-8.597506915,3.179844019,
8,8,-0.176203811,3.335403329,
9,9,0.886974795,3.030008487,
10,10,0.45567872,8.383717789,
11,11,0.67474067,3.747956818,
12,12,-5.409112429,15.39343248,
13,22,0.654055413,1.943509026,
14,23,-0.092390463,3.582026505,
15,24,0.413410495,2.991381933,
16,25,-9.342553732,21.35825318,
17,26,0.723982923,0.733246816,
18,27,0.523247515,0.971264715,
19,28,0.184931857,0.624069881,
20,29,0.70020858,0.674680816,
21,30,-1.338280716,2.378555495,
22,31,0.533852895,0.060867196,
23,32,0.800683298,0.031561529,
24,33,0.793159775,0.028470669,
25,34,-0.045234069,0.065597321,
26,35,0.138934743,0.056428911,
27,36,-2.466831032,0.138043284,
28,37,-20.83512046,0.353029328,
29,38,0.974223304,0.307693368,
30,39,0.188902886,7.324127909,
31,40,-0.208716949,17.11161491,
32,41,0.384906228,1.754589294,
33,42,0.945226252,1.981152623,
34,43,0.886767213,4.277412085,
35,44,0.535361417,11.85915064,
36,45,0.677781953,7.552063253,
37,46,0.887408895,1.213573884,
38,47,0.783502888,6.523947553,
39,48,0.98586544,0.387779462,
40,49,0.326766323,0.855913078,
41,50,0.878313748,0.649509146,
42,51,0.937254135,0.327749173,
43,52,0.953240878,0.405193033,
44,53,0.939271757,3.706032607,
45,54,0.985634931,0.640122058,
46,55,0.949486822,2.185972583,
47,56,0.824144652,7.267174557,
48,57,0.908974309,2.861164016,
49,58,-3.790175937,10.26575746,
50,59,0.430508663,18.31718268,
51,60,0.586264591,5.913832106,
52,61,0.813421281,1.643560996,
53,62,0.895479458,0.609734149,
54,63,0.76445747,0.825632697,
55,64,0.958963269,0.191355283,
56,65,0.78022955,0.688282902,
57,66,0.232506123,6.273251284,
58,67,0.924164201,5.908461965,
59,68,0.673781921,13.72536198,
60,69,0.884059128,3.029671663,
61,70,0.485926904,26.97433955,
62,71,0.842370095,7.276261845,
63,72,0.490345757,32.76948847,
64,73,0.980652388,0.567430023,
65,74,0.850211784,3.553203286,
66,75,0.778722878,6.168815081,
67,76,0.81094479,7.038733872,
68,77,0.882787685,4.704946553,
69,78,0.837892633,3.834290891,
70,79,0.846057617,6.268216799,
71,80,0.979003318,1.420457937,
72,81,0.502990227,10.00984084,
73,82,0.859305948,3.299812071,
74,83,0.98008943,0.921701803,
75,84,0.756583109,4.233086414,
76,85,0.950485251,1.508904348,
77,86,0.99103649,0.377182139,
78,87,0.87739812,5.282570906,
79,88,0.828430374,8.710516483,
80,89,-9.529632734,94.89455525,del
81,90,0.400164535,23.45288736,
82,91,0.768802894,32.11332518,del
83,92,-0.803970308,4.595790203,
84,93,0.826854898,0.829444912,
85,94,0.45057425,1.808779964,
86,95,0.849880942,2.245318436,
87,96,0.484276818,1.759415765,
88,97,0.708862233,2.429629642,
89,98,-5.980054583,0.617060381,
90,99,-0.422029483,0.256143919,
91,100,0.42220819,0.24895445,
92,101,0.773502219,0.106065255,
93,102,0.910630047,4.931909853,
94,103,0.958685278,3.83143384,
95,104,0.829733272,11.25123397,
96,105,0.962487394,0.053781626,
97,106,0.833997447,0.104200508,
98,107,0.617234702,0.187045957,
99,128,0.766929559,5.059901577,
100,129,0.993064097,0.145049011,
101,130,0.726582498,6.303652243,
102,131,0.96603363,0.92999387,
103,132,0.984045293,0.620011962,
104,133,0.545114281,7.258044494,
105,134,0.628153316,5.118075263,
106,135,-1.106237267,3.326921844,
107,136,0.797324875,0.122346853,
108,137,0.907167478,0.035320905,
109,138,0.321506926,0.091372923,
110,139,-0.145784665,2.681519428,
111,140,0.433343306,2.260464703,
112,141,0.89002994,0.497646235,
113,142,0.950856872,0.317513451,
114,143,0.971874733,0.238969121,
115,147,0.926632902,1.091130762,
116,148,0.976689897,0.218367523,
117,149,0.870044319,1.335211452,
118,150,0.488619896,3.203155915,
119,151,0.752395652,3.848405911,
120,152,0.91930186,1.248767264,
121,153,0.973257105,0.252586483,
122,154,0.848324096,5.109484635,
123,161,0.972937665,0.166247379,
124,162,0.619871004,2.464179975,
125,163,-0.404721598,4.787534066,
126,164,0.051128089,2.494909552,
127,165,0.462003257,1.80519316,
128,166,0.397783967,1.460077355,
129,167,0.813901721,0.563595838,
130,168,0.930155867,1.035044205,
131,170,-0.813414083,10.84881401,
132,171,0.46498284,1.71037471,
133,172,0.973936309,1.26700411,
134,173,0.989958316,0.367595235,
135,174,0.991916985,0.234960259,
136,175,0.994200425,0.101923202,
137,176,0.880956676,1.768119987,
138,177,0.936683049,0.651891739,
139,178,0.88272968,0.193631222,
140,179,0.56569669,0.661235565,
141,180,0.982629292,0.02249067,
142,181,0.925980354,0.076781774,
143,182,0.786852908,0.197080416,
144,183,-1.1167833,1.595362536,
145,184,0.802093645,3.166287747,
146,185,0.915112014,0.986462874,
147,186,0.993174324,0.076554907,
148,187,0.976136952,0.172070391,
149,188,0.972468312,0.188800889,
150,189,0.885836341,0.558597875,
151,190,-2.330242774,29.68850993,
152,191,0.936105422,5.637493028,
153,192,0.961257547,2.002689933,
154,193,0.889452277,5.923296273,
155,194,0.984900092,1.070666961,
156,195,-0.42540734,24.91644922,
157,196,-0.314658567,16.93900232,
158,201,0.98478306,0.057176698,
159,202,0.93718439,0.285721075,
160,203,0.786778625,0.673021186,
161,204,0.267339056,2.115734797,
