,index
0,0
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,1
9,1
10,1
11,1
12,1
13,1
14,1
15,1
16,2
17,2
18,2
19,2
20,2
21,2
22,2
23,2
24,2
25,2
26,2
27,2
28,3
29,3
30,3
31,3
32,3
33,3
34,3
35,3
36,3
37,4
38,4
39,4
40,4
41,4
42,4
43,4
44,4
45,4
46,4
47,5
48,5
49,5
50,5
51,5
52,5
53,5
54,5
55,5
56,5
57,5
58,6
59,6
60,6
61,6
62,6
63,6
64,6
65,6
66,6
67,6
68,7
69,7
70,7
71,7
72,7
73,7
74,7
75,7
76,7
77,7
78,7
79,7
80,8
81,8
82,8
83,8
84,8
85,8
86,8
87,8
88,8
89,8
90,8
91,9
92,9
93,9
94,9
95,9
96,9
97,9
98,9
99,9
100,9
101,10
102,10
103,10
104,10
105,10
106,10
107,10
108,10
109,10
110,11
111,11
112,11
113,11
114,11
115,11
116,11
117,11
118,11
119,11
120,12
121,12
122,12
123,12
124,12
125,12
126,12
127,12
128,12
129,12
130,12
131,13
132,13
133,13
134,13
135,13
136,13
137,13
138,13
139,13
140,14
141,14
142,14
143,14
144,14
145,14
146,14
147,14
148,14
149,14
150,15
151,15
152,15
153,15
154,15
155,15
156,15
157,15
158,15
159,15
160,15
161,16
162,16
163,16
164,16
165,16
166,16
167,16
168,16
169,16
170,16
171,17
172,17
173,17
174,17
175,17
176,17
177,17
178,17
179,17
180,17
181,18
182,18
183,18
184,18
185,18
186,18
187,18
188,18
189,18
190,18
191,18
192,18
193,18
194,19
195,19
196,19
197,19
198,19
199,19
200,19
201,19
202,19
203,19
204,19
205,19
206,19
207,20
208,20
209,20
210,20
211,20
212,20
213,20
214,20
215,20
216,20
217,20
218,21
219,21
220,21
221,21
222,21
223,21
224,21
225,21
226,21
227,21
228,22
229,22
230,22
231,22
232,22
233,22
234,22
235,22
236,22
237,22
238,22
239,23
240,23
241,23
242,23
243,23
244,23
245,23
246,23
247,23
248,23
249,23
250,23
251,23
252,24
253,24
254,24
255,24
256,24
257,24
258,24
259,24
260,24
261,24
262,24
263,25
264,25
265,25
266,25
267,25
268,25
269,25
270,25
271,25
272,25
273,25
274,25
275,26
276,26
277,26
278,26
279,26
280,26
281,26
282,26
283,26
284,26
285,27
286,27
287,27
288,27
289,27
290,27
291,27
292,28
293,28
294,28
295,28
296,28
297,28
298,28
299,28
300,28
301,28
302,29
303,29
304,29
305,29
306,29
307,29
308,29
309,29
310,29
311,30
312,30
313,30
314,30
315,30
316,30
317,30
318,30
319,31
320,31
321,31
322,31
323,31
324,31
325,31
326,31
327,31
328,32
329,32
330,32
331,32
332,32
333,32
334,32
335,32
336,32
337,33
338,33
339,33
340,33
341,33
342,33
343,33
344,33
345,33
346,33
347,33
348,34
349,34
350,34
351,34
352,34
353,34
354,34
355,34
356,34
357,35
358,35
359,35
360,35
361,35
362,35
363,35
364,35
365,35
366,36
367,36
368,36
369,36
370,36
371,36
372,36
373,36
374,36
375,37
376,37
377,37
378,37
379,37
380,37
381,37
382,37
383,37
384,37
385,38
386,38
387,38
388,38
389,38
390,38
391,38
392,38
393,39
394,39
395,39
396,39
397,39
398,39
399,39
400,39
401,39
402,40
403,40
404,40
405,40
406,40
407,40
408,40
409,40
410,40
411,40
412,41
413,41
414,41
415,41
416,41
417,41
418,41
419,41
420,41
421,41
422,41
423,42
424,42
425,42
426,42
427,42
428,42
429,42
430,42
431,42
432,42
433,42
434,43
435,43
436,43
437,43
438,43
439,43
440,43
441,43
442,43
443,43
444,44
445,44
446,44
447,44
448,44
449,44
450,44
451,44
452,44
453,45
454,45
455,45
456,45
457,45
458,45
459,45
460,45
461,45
462,46
463,46
464,46
465,46
466,46
467,46
468,46
469,46
470,46
471,46
472,47
473,47
474,47
475,47
476,47
477,47
478,47
479,47
480,47
481,47
482,48
483,48
484,48
485,48
486,48
487,48
488,48
489,48
490,48
491,48
492,48
493,49
494,49
495,49
496,49
497,49
498,49
499,49
500,49
501,49
502,49
503,50
504,50
505,50
506,50
507,50
508,50
509,50
510,50
511,50
512,50
513,51
514,51
515,51
516,51
517,51
518,51
519,51
520,52
521,52
522,52
523,52
524,52
525,52
526,52
527,52
528,52
529,53
530,53
531,53
532,53
