,index
0,0
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,0
11,1
12,1
13,1
14,1
15,1
16,1
17,1
18,1
19,1
20,1
21,1
22,2
23,2
24,2
25,2
26,2
27,2
28,2
29,2
30,2
31,2
32,2
33,2
34,3
35,3
36,3
37,3
38,3
39,3
40,3
41,3
42,3
43,3
44,3
45,4
46,4
47,4
48,4
49,4
50,4
51,4
52,4
53,4
54,4
55,5
56,5
57,5
58,5
59,5
60,5
61,5
62,5
63,5
64,5
65,5
66,5
67,6
68,6
69,6
70,6
71,6
72,6
73,6
74,6
75,7
76,7
77,7
78,7
79,7
80,7
81,7
82,7
83,7
84,7
85,8
86,8
87,8
88,8
89,8
90,8
91,8
92,8
93,8
94,9
95,9
96,9
97,9
98,9
99,9
100,9
101,9
102,9
103,9
104,10
105,10
106,10
107,10
108,10
109,10
110,10
111,10
112,10
113,11
114,11
115,11
116,11
117,11
118,11
119,11
120,11
121,11
122,12
123,12
124,12
125,12
126,12
127,12
128,12
129,12
130,12
131,13
132,13
133,13
134,13
135,13
136,13
137,13
138,13
139,13
140,13
141,14
142,14
143,14
144,14
145,14
146,14
147,14
148,14
149,14
150,14
151,15
152,15
153,15
154,15
155,15
156,15
157,15
158,15
159,15
160,15
161,16
162,16
163,16
164,16
165,16
166,16
167,16
168,16
169,16
170,16
171,16
172,16
173,17
174,17
175,17
176,17
177,17
178,17
179,17
180,17
181,17
182,17
183,18
184,18
185,18
186,18
187,18
188,18
189,18
190,18
191,18
